timestamp_sec,q1,q2,q3,q4,q5,q6
5.7600,0.39833,2.08152,-1.93164,1.07473,-1.61068,0.08283
5.7800,0.38463,2.08848,-1.94177,1.07600,-1.61068,0.08283
5.8000,0.37080,2.09552,-1.95201,1.07728,-1.61068,0.08283
5.8200,0.35686,2.10262,-1.96233,1.07857,-1.61068,0.08283
5.8400,0.34283,2.10976,-1.97271,1.07987,-1.61068,0.08283
5.8600,0.32874,2.11693,-1.98314,1.08117,-1.61068,0.08283
5.8800,0.31462,2.12411,-1.99358,1.08248,-1.61068,0.08283
5.9000,0.30051,2.13129,-2.00403,1.08378,-1.61068,0.08283
5.9200,0.28642,2.13846,-2.01445,1.08509,-1.61068,0.08283
5.9400,0.27239,2.14560,-2.02484,1.08639,-1.61068,0.08283
5.9600,0.25845,2.15270,-2.03516,1.08768,-1.61068,0.08283
5.9800,0.24461,2.15973,-2.04540,1.08896,-1.61068,0.08283
6.0000,0.23092,2.16670,-2.05553,1.09022,-1.61068,0.08283
6.0200,0.21740,2.17358,-2.06554,1.09147,-1.61068,0.08283
6.0400,0.20407,2.18036,-2.07540,1.09271,-1.61068,0.08283
6.0600,0.19097,2.18703,-2.08510,1.09392,-1.61068,0.08283
6.0800,0.17811,2.19357,-2.09461,1.09511,-1.61068,0.08283
6.1000,0.16553,2.19998,-2.10392,1.09627,-1.61068,0.08283
6.1200,0.15325,2.20622,-2.11301,1.09741,-1.61068,0.08283
6.1400,0.14130,2.21231,-2.12186,1.09852,-1.61068,0.08283
6.1600,0.12969,2.21821,-2.13045,1.09959,-1.61068,0.08283
6.1800,0.11846,2.22393,-2.13876,1.10063,-1.61068,0.08283
6.2000,0.10762,2.22945,-2.14678,1.10163,-1.61068,0.08283
6.2200,0.09720,2.23475,-2.15450,1.10260,-1.61068,0.08283
6.2400,0.08722,2.23983,-2.16189,1.10352,-1.61068,0.08283
6.2600,0.07769,2.24468,-2.16894,1.10440,-1.61068,0.08283
6.2800,0.06864,2.24928,-2.17563,1.10524,-1.61068,0.08283
6.3000,0.06009,2.25363,-2.18196,1.10603,-1.61068,0.08283
6.3200,0.05205,2.25773,-2.18791,1.10678,-1.61068,0.08283
6.3400,0.04454,2.26155,-2.19347,1.10747,-1.61068,0.08283
6.3600,0.03757,2.26509,-2.19863,1.10812,-1.61068,0.08283
6.3800,0.03116,2.26836,-2.20337,1.10871,-1.61068,0.08283
6.4000,0.02532,2.27133,-2.20770,1.10925,-1.61068,0.08283
6.4200,0.02006,2.27400,-2.21159,1.10974,-1.61068,0.08283
6.4400,0.01540,2.27637,-2.21504,1.11017,-1.61068,0.08283
6.4600,0.01134,2.27844,-2.21804,1.11054,-1.61068,0.08283
6.4800,0.00789,2.28020,-2.22060,1.11086,-1.61068,0.08283
6.5000,0.00506,2.28164,-2.22269,1.11113,-1.61068,0.08283
6.5200,0.00285,2.28276,-2.22433,1.11133,-1.61068,0.08283
6.5400,0.00127,2.28357,-2.22550,1.11148,-1.61068,0.08283
6.5600,0.00032,2.28405,-2.22620,1.11156,-1.61068,0.08283
6.5800,0.00000,2.28421,-2.22643,1.11159,-1.61068,0.08283
6.6000,0.00000,2.28419,-2.22570,1.11088,-1.61068,0.08283
6.6200,0.00000,2.28414,-2.22351,1.10874,-1.61068,0.08283
6.6400,0.00000,2.28406,-2.21988,1.10519,-1.61068,0.08283
6.6600,0.00000,2.28394,-2.21483,1.10026,-1.61068,0.08283
6.6800,0.00000,2.28379,-2.20840,1.09399,-1.61068,0.08283
6.7000,0.00000,2.28360,-2.20065,1.08642,-1.61068,0.08283
6.7200,0.00000,2.28339,-2.19163,1.07761,-1.61068,0.08283
6.7400,0.00000,2.28315,-2.18141,1.06763,-1.61068,0.08283
6.7600,0.00000,2.28289,-2.17007,1.05656,-1.61068,0.08283
6.7800,0.00000,2.28259,-2.15770,1.04447,-1.61068,0.08283
6.8000,0.00000,2.28228,-2.14438,1.03147,-1.61068,0.08283
6.8200,0.00000,2.28195,-2.13022,1.01764,-1.61068,0.08283
6.8400,0.00000,2.28160,-2.11533,1.00310,-1.61068,0.08283
6.8600,0.00000,2.28123,-2.09982,0.98796,-1.61068,0.08283
6.8800,0.00000,2.28086,-2.08381,0.97232,-1.61068,0.08283
6.9000,0.00000,2.28047,-2.06742,0.95632,-1.61068,0.08283
6.9200,0.00000,2.28008,-2.05078,0.94007,-1.61068,0.08283
6.9400,0.00000,2.27969,-2.03401,0.92369,-1.61068,0.08283
6.9600,0.00000,2.27929,-2.01724,0.90731,-1.61068,0.08283
6.9800,0.00000,2.27890,-2.00059,0.89106,-1.61068,0.08283
7.0000,0.00000,2.27851,-1.98420,0.87506,-1.61068,0.08283
7.0200,0.00000,2.27814,-1.96819,0.85943,-1.61068,0.08283
7.0400,0.00000,2.27777,-1.95268,0.84428,-1.61068,0.08283
7.0600,0.00000,2.27742,-1.93779,0.82974,-1.61068,0.08283
7.0800,0.00000,2.27709,-1.92364,0.81592,-1.61068,0.08283
7.1000,0.00000,2.27678,-1.91032,0.80291,-1.61068,0.08283
7.1200,0.00000,2.27649,-1.89794,0.79083,-1.61068,0.08283
7.1400,0.00000,2.27622,-1.88660,0.77975,-1.61068,0.08283
7.1600,0.00000,2.27598,-1.87638,0.76977,-1.61068,0.08283
7.1800,0.00000,2.27577,-1.86736,0.76096,-1.61068,0.08283
7.2000,0.00000,2.27559,-1.85961,0.75339,-1.61068,0.08283
7.2200,0.00000,2.27543,-1.85319,0.74712,-1.61068,0.08283
7.2400,0.00000,2.27532,-1.84814,0.74219,-1.61068,0.08283
7.2600,0.00000,2.27523,-1.84450,0.73864,-1.61068,0.08283
7.2800,0.00000,2.27518,-1.84231,0.73650,-1.61068,0.08283
7.3000,0.00000,2.27516,-1.84158,0.73579,-1.61068,0.08283
7.3200,0.00000,2.27516,-1.84158,0.73579,-1.61068,0.08902
7.3400,0.00000,2.27516,-1.84158,0.73579,-1.61068,0.10745
7.3600,0.00000,2.27516,-1.84158,0.73579,-1.61068,0.13783
7.3800,0.00000,2.27516,-1.84158,0.73579,-1.61068,0.17963
7.4000,0.00000,2.27516,-1.84158,0.73579,-1.61068,0.23214
7.4200,0.00000,2.27516,-1.84158,0.73579,-1.61068,0.29445
